provision_version_id,instrument_id,stable_provision_id,effective_from,effective_to_exclusive,application_basis,exact_change_kind,semantic_change,actor_role,modality,true_effect,false_effect,reserved_decision_owner,evidence_contract,rule_determinacy,authority_judgment_required,legal_linguistic_conflict,semantic_note,source_uri,source_paths,source_snapshot_hashes,source_snapshot_dates,source_quote,source_quote_sha256,temporal_status
EU-2020-1201:11(2):v1,EU-2020-1201,EU-2020-1201:11(2),2020-08-20,,EU-2020-1201 Article 38 entry into force,INITIAL,INITIAL,Member State concerned,shall,"take measures addressing it, in particular destruction, accessibility, ownership, and the person responsible",-,-,-,AUTHORITY_JUDGMENT_REQUIRED,YES,-,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20200817,regulation/source/consolidations/02020R1201-20200817.txt;regulation/source/consolidations/02020R1201-20211011.txt;regulation/source/consolidations/02020R1201-20211223.txt;regulation/source/consolidations/02020R1201-20230928.txt;regulation/source/consolidations/02020R1201-20240605.txt;regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,0c2f2f5a1c9f3aa6029968316919fd1c3302849388c0d8c92632e2533719a4b1;45e3ac62539f5f05dccfcb2980038efbaedf9961518a7232e565a63f08db99ae;7399f07ef01d86355316157be4a6a7fc1fb91d27785179b775cdbb1494a167ad;bc99293b1ca38ecc84d0751ec8c66f624f8d31fab2b2f521e48b57bf609c08bf;dd0488e1db242996cfa0fa99bb54197fd3b73a311661cc3f8b95571553c4990e;0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2020-08-17;2021-10-11;2021-12-23;2023-09-28;2024-06-05;2024-10-17;2025-07-01;2025-11-24,"2. The Member State concerned shall take measures addressing any particularity or complication that could reasonably be expected to prevent, hinder or delay eradication, in particular those related to the adequate destruction of all plants that are infected or suspected of infection, or to the accessibility of their location, public or private ownership or the person or entity responsible for them.",b641327b30d75c925c33e26e2c5dbd6e734bfe5f0c34bfe8a88a319247c4dec4,CURRENT
EU-2020-1201:11(3):v1,EU-2020-1201,EU-2020-1201:11(3),2020-08-20,,EU-2020-1201 Article 38 entry into force,INITIAL,INITIAL,Member State concerned,shall,"investigate the origin, trace associated host plants including those moved before demarcation, and communicate results to the Commission and affected Member States",-,-,traceback records and the communication,DETERMINISTIC_RULE__EVIDENCE_OR_POLICY_REQUIRED,NO,-,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20200817,regulation/source/consolidations/02020R1201-20200817.txt;regulation/source/consolidations/02020R1201-20211011.txt;regulation/source/consolidations/02020R1201-20211223.txt;regulation/source/consolidations/02020R1201-20230928.txt;regulation/source/consolidations/02020R1201-20240605.txt;regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,0c2f2f5a1c9f3aa6029968316919fd1c3302849388c0d8c92632e2533719a4b1;45e3ac62539f5f05dccfcb2980038efbaedf9961518a7232e565a63f08db99ae;7399f07ef01d86355316157be4a6a7fc1fb91d27785179b775cdbb1494a167ad;bc99293b1ca38ecc84d0751ec8c66f624f8d31fab2b2f521e48b57bf609c08bf;dd0488e1db242996cfa0fa99bb54197fd3b73a311661cc3f8b95571553c4990e;0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2020-08-17;2021-10-11;2021-12-23;2023-09-28;2024-06-05;2024-10-17;2025-07-01;2025-11-24,"3. The Member State concerned shall carry out appropriate investigations to identify the origin of the infection. It shall trace the host plants associated with the case of infection concerned, including those which were moved before a demarcated area was established. The results of such investigations shall be communicated to the Commission and the Member States in which those plants concerned originate, to the Member States through which those plants have moved and to the Member States where those plants have moved into.",2340f97dafb10d1ea3bed0859027bba0aad685f51ad5cfff59bd8611b20d2a33,CURRENT
EU-2020-1201:12:v1,EU-2020-1201,EU-2020-1201:12,2020-08-20,,EU-2020-1201 Article 38 entry into force,INITIAL,INITIAL,competent authority,may,elect containment. Containment measures of Arts. 13-17 apply INSTEAD of eradication,eradication measures of Arts. 7-11 apply,competent authority,the zone's Annex III listing at the decision date,DETERMINISTIC_RULE,YES,-,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20200817,regulation/source/consolidations/02020R1201-20200817.txt;regulation/source/consolidations/02020R1201-20211011.txt;regulation/source/consolidations/02020R1201-20211223.txt;regulation/source/consolidations/02020R1201-20230928.txt;regulation/source/consolidations/02020R1201-20240605.txt;regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,0c2f2f5a1c9f3aa6029968316919fd1c3302849388c0d8c92632e2533719a4b1;45e3ac62539f5f05dccfcb2980038efbaedf9961518a7232e565a63f08db99ae;7399f07ef01d86355316157be4a6a7fc1fb91d27785179b775cdbb1494a167ad;bc99293b1ca38ecc84d0751ec8c66f624f8d31fab2b2f521e48b57bf609c08bf;dd0488e1db242996cfa0fa99bb54197fd3b73a311661cc3f8b95571553c4990e;0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2020-08-17;2021-10-11;2021-12-23;2023-09-28;2024-06-05;2024-10-17;2025-07-01;2025-11-24,"The competent authority of the Member State concerned may decide to apply the containment measures set out in Articles 13 to 17, instead of eradication measures, in an infected zone listed in Annex III.",63f7bdb4bd59ca8d14b54e59e32c22cd561dc8672d59cabcdcd194745045cc75,CURRENT
EU-2020-1201:13(1):v1,EU-2020-1201,EU-2020-1201:13(1),2020-08-20,,EU-2020-1201 Article 38 entry into force,INITIAL,INITIAL,Member State concerned,shall,"Remove all plants found infected through Article 15(2) monitoring, subject to the scientific non-removal derogation in Article 13(2).",-,-,confirmed test result per plant,DETERMINISTIC_RULE,NO,-,"This is the baseline removal population, not a post-exception instruction to remove. Article 13(2) determines whether removal stands; timing and execution consume that outcome together with this baseline.",https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20200817,regulation/source/consolidations/02020R1201-20200817.txt;regulation/source/consolidations/02020R1201-20211011.txt;regulation/source/consolidations/02020R1201-20211223.txt;regulation/source/consolidations/02020R1201-20230928.txt;regulation/source/consolidations/02020R1201-20240605.txt;regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,0c2f2f5a1c9f3aa6029968316919fd1c3302849388c0d8c92632e2533719a4b1;45e3ac62539f5f05dccfcb2980038efbaedf9961518a7232e565a63f08db99ae;7399f07ef01d86355316157be4a6a7fc1fb91d27785179b775cdbb1494a167ad;bc99293b1ca38ecc84d0751ec8c66f624f8d31fab2b2f521e48b57bf609c08bf;dd0488e1db242996cfa0fa99bb54197fd3b73a311661cc3f8b95571553c4990e;0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2020-08-17;2021-10-11;2021-12-23;2023-09-28;2024-06-05;2024-10-17;2025-07-01;2025-11-24,1. The Member State concerned shall remove all plants which have been found to be infected by the specified pest on the basis of the monitoring referred to in Article 15(2).,002ad35189fc2e9398f94664eeab6cf59ae4f6c340edfb5a450bbf5ecc69a15f,CURRENT
EU-2020-1201:13(1)-sub1:v1,EU-2020-1201,EU-2020-1201:13(1)-sub1,2020-08-20,,EU-2020-1201 Article 38 entry into force,INITIAL,INITIAL,Member State concerned,shall,"Where Article 13 removal stands after the scientific non-removal exception, remove immediately after official identification or, for detection outside the vector flight season, before the next flight season; take precautions during and after removal.","An exercised Article 13(2) scientific non-removal derogation displaces these removal timings, without displacing Article 14 treatment around retained plants.",-,identification date and removal date against the flight season,DETERMINISTIC_RULE,NO,-,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20200817,regulation/source/consolidations/02020R1201-20200817.txt;regulation/source/consolidations/02020R1201-20211011.txt;regulation/source/consolidations/02020R1201-20211223.txt;regulation/source/consolidations/02020R1201-20230928.txt;regulation/source/consolidations/02020R1201-20240605.txt;regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,0c2f2f5a1c9f3aa6029968316919fd1c3302849388c0d8c92632e2533719a4b1;45e3ac62539f5f05dccfcb2980038efbaedf9961518a7232e565a63f08db99ae;7399f07ef01d86355316157be4a6a7fc1fb91d27785179b775cdbb1494a167ad;bc99293b1ca38ecc84d0751ec8c66f624f8d31fab2b2f521e48b57bf609c08bf;dd0488e1db242996cfa0fa99bb54197fd3b73a311661cc3f8b95571553c4990e;0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2020-08-17;2021-10-11;2021-12-23;2023-09-28;2024-06-05;2024-10-17;2025-07-01;2025-11-24,"That removal shall take place immediately after the official identification of the presence of the specified pest or, if the specified pest is detected outside the flight season of the vector, that removal shall take place before the next flight season of the vector. All necessary precautions shall be taken to avoid spreading of the specified pest and its vectors during and after removal.",39b63596743cdbb89ecf0f9d5013d7641883479ec306d4ddbf7c624ec3b7a271,CURRENT
EU-2020-1201:13(2):v1,EU-2020-1201,EU-2020-1201:13(2),2020-08-20,,EU-2020-1201 Article 38 entry into force,INITIAL,INITIAL,Member State concerned,may,grant a scientific derogation. Need not remove those infected plants,"Within the Article 13(1) baseline population, removal stands unless the qualifying scientific non-removal discretion is exercised.",Member State concerned,the site designation,DETERMINISTIC_RULE__EVIDENCE_OR_POLICY_REQUIRED,YES,-,The residual removal-stands result is conditional on the Article 13(1) baseline population; it is not independent removal authority outside that population.,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20200817,regulation/source/consolidations/02020R1201-20200817.txt;regulation/source/consolidations/02020R1201-20211011.txt;regulation/source/consolidations/02020R1201-20211223.txt;regulation/source/consolidations/02020R1201-20230928.txt;regulation/source/consolidations/02020R1201-20240605.txt;regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,0c2f2f5a1c9f3aa6029968316919fd1c3302849388c0d8c92632e2533719a4b1;45e3ac62539f5f05dccfcb2980038efbaedf9961518a7232e565a63f08db99ae;7399f07ef01d86355316157be4a6a7fc1fb91d27785179b775cdbb1494a167ad;bc99293b1ca38ecc84d0751ec8c66f624f8d31fab2b2f521e48b57bf609c08bf;dd0488e1db242996cfa0fa99bb54197fd3b73a311661cc3f8b95571553c4990e;0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2020-08-17;2021-10-11;2021-12-23;2023-09-28;2024-06-05;2024-10-17;2025-07-01;2025-11-24,"2. By way of derogation from paragraph 1, the Member State concerned may decide, for scientific purposes, not to remove plants which have been found to be infected by the specified pest in the sites of plants with particular cultural and social value, referred to in Article 15(2)(b).",2d4df9d9569c5f2476a57dfba417d39f4943feda5cc9edf822bd6b40d1ff2acc,CURRENT
EU-2020-1201:14(1):v1,EU-2020-1201,EU-2020-1201:14(1),2020-08-20,2024-10-17,EU-2020-1201 Article 38 entry into force,INITIAL,INITIAL,Member State concerned,shall,apply all-stage vector treatment on Article 13(1) plants before removal and around Article 13(2) retained plants,-,-,treatment records,DETERMINISTIC_RULE__EVIDENCE_OR_POLICY_REQUIRED,NO,-,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20200817,regulation/source/consolidations/02020R1201-20200817.txt;regulation/source/consolidations/02020R1201-20211011.txt;regulation/source/consolidations/02020R1201-20211223.txt;regulation/source/consolidations/02020R1201-20230928.txt;regulation/source/consolidations/02020R1201-20240605.txt,0c2f2f5a1c9f3aa6029968316919fd1c3302849388c0d8c92632e2533719a4b1;45e3ac62539f5f05dccfcb2980038efbaedf9961518a7232e565a63f08db99ae;7399f07ef01d86355316157be4a6a7fc1fb91d27785179b775cdbb1494a167ad;bc99293b1ca38ecc84d0751ec8c66f624f8d31fab2b2f521e48b57bf609c08bf;dd0488e1db242996cfa0fa99bb54197fd3b73a311661cc3f8b95571553c4990e,2020-08-17;2021-10-11;2021-12-23;2023-09-28;2024-06-05,"1. The Member State concerned shall apply appropriate phytosanitary treatments against the vector population of the specified pest, in all its stages, on the plants referred to in Article 13(1) prior to their removal and around the plants referred to in Article 13(2). Those treatments shall include efficient chemical, biological or mechanical treatments against the vectors, taking into account the local conditions.",1da66a9e43b97314116756fb12320c6633b0e85a4a16a062b5635c62034ef960,SUPERSEDED
EU-2020-1201:14(1):v2,EU-2020-1201,EU-2020-1201:14(1),2024-10-17,,effective amending act reflected by dated consolidation,TEXT_CHANGED,YES,Member State concerned,shall,"phytosanitary treatment against all vector stages before removal, and around retained plants",-,-,treatment records,DETERMINISTIC_RULE__EVIDENCE_OR_POLICY_REQUIRED,NO,-,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20241017,regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2024-10-17;2025-07-01;2025-11-24,"1. The Member State concerned shall apply appropriate phytosanitary treatments against all the stages of the vector population of the specified pest on the plants referred to in Article 13(1) prior to their removal, in particular during the flight season of the vectors, and around the plants referred to in Article 13(2). Those treatments shall include efficient chemical, biological or mechanical treatments against the vectors, taking into account the local conditions.",58dc78648f0962788e5ccf41da019916a7a909c660632ed48ef820309bd1fdae,CURRENT
EU-2020-1201:14(2):v1,EU-2020-1201,EU-2020-1201:14(2),2020-08-20,,EU-2020-1201 Article 38 entry into force,INITIAL,INITIAL,Member State concerned,shall,"agricultural practices controlling the vector in all stages at the most appropriate time each year, including efficient chemical, biological or mechanical treatments",-,-,compliance records,DETERMINISTIC_RULE__EVIDENCE_OR_POLICY_REQUIRED,NO,ES permissive treatment classes versus EN/IT/FR/DE mandatory; compile mandatory for Puglia,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20200817,regulation/source/consolidations/02020R1201-20200817.txt;regulation/source/consolidations/02020R1201-20211011.txt;regulation/source/consolidations/02020R1201-20211223.txt;regulation/source/consolidations/02020R1201-20230928.txt;regulation/source/consolidations/02020R1201-20240605.txt;regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,0c2f2f5a1c9f3aa6029968316919fd1c3302849388c0d8c92632e2533719a4b1;45e3ac62539f5f05dccfcb2980038efbaedf9961518a7232e565a63f08db99ae;7399f07ef01d86355316157be4a6a7fc1fb91d27785179b775cdbb1494a167ad;bc99293b1ca38ecc84d0751ec8c66f624f8d31fab2b2f521e48b57bf609c08bf;dd0488e1db242996cfa0fa99bb54197fd3b73a311661cc3f8b95571553c4990e;0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2020-08-17;2021-10-11;2021-12-23;2023-09-28;2024-06-05;2024-10-17;2025-07-01;2025-11-24,"2. In the areas referred to in points (a) and (b) of Article 15(2), the Member State concerned shall apply agricultural practices for the control of the vector population of the specified pest, in all its stages, at the most appropriate time of each year. Those practices shall include efficient chemical, biological or mechanical treatments against the vectors, taking into account the local conditions.",f76c820e4be07c0b1892774968ffd2573bb5437b2d04bcd730f92e9383115fc5,CURRENT
EU-2020-1201:15(1):v1,EU-2020-1201,EU-2020-1201:15(1),2020-08-20,2021-10-11,EU-2020-1201 Article 38 entry into force,INITIAL,INITIAL,Member State concerned,shall,"immediately sample and test within a 50 m radius, at least in the Art. 15(2) parts",-,-,sampling records within the radius,DETERMINISTIC_RULE,NO,-,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20200817,regulation/source/consolidations/02020R1201-20200817.txt,0c2f2f5a1c9f3aa6029968316919fd1c3302849388c0d8c92632e2533719a4b1,2020-08-17,"1. The Member State concerned shall, at least in the parts of the infected zone referred to in paragraph 2, immediately sample and test, within a radius of 50 m around the plants which have been found to be infected by the specified pest, the following plants:",12487b88e4b99453fc78fe53150119e1c975e9b6e567ed9333022d56d817d4d2,SUPERSEDED
EU-2020-1201:15(1):v2,EU-2020-1201,EU-2020-1201:15(1),2021-10-11,,effective amending act reflected by dated consolidation,TEXT_CHANGED,NO,Member State concerned,shall,"immediately sample and test within a 50 m radius, at least in the Art. 15(2) parts",-,-,sampling records within the radius,DETERMINISTIC_RULE,NO,-,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20211011,regulation/source/consolidations/02020R1201-20211011.txt;regulation/source/consolidations/02020R1201-20211223.txt;regulation/source/consolidations/02020R1201-20230928.txt;regulation/source/consolidations/02020R1201-20240605.txt;regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,45e3ac62539f5f05dccfcb2980038efbaedf9961518a7232e565a63f08db99ae;7399f07ef01d86355316157be4a6a7fc1fb91d27785179b775cdbb1494a167ad;bc99293b1ca38ecc84d0751ec8c66f624f8d31fab2b2f521e48b57bf609c08bf;dd0488e1db242996cfa0fa99bb54197fd3b73a311661cc3f8b95571553c4990e;0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2021-10-11;2021-12-23;2023-09-28;2024-06-05;2024-10-17;2025-07-01;2025-11-24,"The Member State concerned shall, at least in the parts of the infected zone referred to in paragraph 2, immediately sample and test, within a radius of 50 m around the plants which have been found to be infected by the specified pest, the following plants:",350d99d0eef269eccab30b3745cc53e56a4a28c673c0267e4f18d82a1c6863f4,CURRENT
EU-2020-1201:15(1)(a):v1,EU-2020-1201,EU-2020-1201:15(1)(a),2020-08-20,,EU-2020-1201 Article 38 entry into force,INITIAL,INITIAL,Member State concerned,shall,sample and test. Must be sampled and tested,-,-,species-level finding history,DETERMINISTIC_RULE,NO,-,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20200817,regulation/source/consolidations/02020R1201-20200817.txt;regulation/source/consolidations/02020R1201-20211011.txt;regulation/source/consolidations/02020R1201-20211223.txt;regulation/source/consolidations/02020R1201-20230928.txt;regulation/source/consolidations/02020R1201-20240605.txt;regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,0c2f2f5a1c9f3aa6029968316919fd1c3302849388c0d8c92632e2533719a4b1;45e3ac62539f5f05dccfcb2980038efbaedf9961518a7232e565a63f08db99ae;7399f07ef01d86355316157be4a6a7fc1fb91d27785179b775cdbb1494a167ad;bc99293b1ca38ecc84d0751ec8c66f624f8d31fab2b2f521e48b57bf609c08bf;dd0488e1db242996cfa0fa99bb54197fd3b73a311661cc3f8b95571553c4990e;0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2020-08-17;2021-10-11;2021-12-23;2023-09-28;2024-06-05;2024-10-17;2025-07-01;2025-11-24,all specified plants which belong to the species of the specified plants which have been found infected in the same demarcated area; and,c70b7c312e308faf98fb18118855262a5d8d4dc348ed0db43b50e1a59375f383,CURRENT
EU-2020-1201:15(1)(b):v1,EU-2020-1201,EU-2020-1201:15(1)(b),2020-08-20,,EU-2020-1201 Article 38 entry into force,INITIAL,INITIAL,Member State concerned,shall,sample and test. Must be sampled and tested,-,-,symptom observation records,DETERMINISTIC_RULE__EVIDENCE_OR_POLICY_REQUIRED,NO,-,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20200817,regulation/source/consolidations/02020R1201-20200817.txt;regulation/source/consolidations/02020R1201-20211011.txt;regulation/source/consolidations/02020R1201-20211223.txt;regulation/source/consolidations/02020R1201-20230928.txt;regulation/source/consolidations/02020R1201-20240605.txt;regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,0c2f2f5a1c9f3aa6029968316919fd1c3302849388c0d8c92632e2533719a4b1;45e3ac62539f5f05dccfcb2980038efbaedf9961518a7232e565a63f08db99ae;7399f07ef01d86355316157be4a6a7fc1fb91d27785179b775cdbb1494a167ad;bc99293b1ca38ecc84d0751ec8c66f624f8d31fab2b2f521e48b57bf609c08bf;dd0488e1db242996cfa0fa99bb54197fd3b73a311661cc3f8b95571553c4990e;0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2020-08-17;2021-10-11;2021-12-23;2023-09-28;2024-06-05;2024-10-17;2025-07-01;2025-11-24,all other plants showing symptoms indicating possible infection by that pest or suspected to be infected by that pest.,3c07b0ac80e5c58ebc2872c1de573edc7ab9bee5346b4c13a34cfda05fd58b78,CURRENT
EU-2020-1201:15(2):v1,EU-2020-1201,EU-2020-1201:15(2),2020-08-20,2021-10-11,EU-2020-1201 Article 38 entry into force,INITIAL,INITIAL,Member State concerned,shall,"annual surveys at the most appropriate times, at least in (a) and (b)",-,-,survey records,DETERMINISTIC_RULE,YES,-,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20200817,regulation/source/consolidations/02020R1201-20200817.txt,0c2f2f5a1c9f3aa6029968316919fd1c3302849388c0d8c92632e2533719a4b1,2020-08-17,"2. The Member State concerned shall monitor, at the most appropriate times, the presence of the specified pest by annual surveys, taking into account the information referred to in the Authority’s Pest Survey Card on Xylella fastidiosa . That monitoring shall take place at least in the following parts of the infected zone listed in Annex III:",826f06384b936d481f0d2cb7ca6fea15d07c341b301579f12a55035012399293,SUPERSEDED
EU-2020-1201:15(2):v2,EU-2020-1201,EU-2020-1201:15(2),2021-10-11,,effective amending act reflected by dated consolidation,TEXT_CHANGED,NO,Member State concerned,shall,"annual surveys at the most appropriate times, at least in (a) and (b)",-,-,survey records,DETERMINISTIC_RULE,YES,-,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20211011,regulation/source/consolidations/02020R1201-20211011.txt;regulation/source/consolidations/02020R1201-20211223.txt;regulation/source/consolidations/02020R1201-20230928.txt;regulation/source/consolidations/02020R1201-20240605.txt;regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,45e3ac62539f5f05dccfcb2980038efbaedf9961518a7232e565a63f08db99ae;7399f07ef01d86355316157be4a6a7fc1fb91d27785179b775cdbb1494a167ad;bc99293b1ca38ecc84d0751ec8c66f624f8d31fab2b2f521e48b57bf609c08bf;dd0488e1db242996cfa0fa99bb54197fd3b73a311661cc3f8b95571553c4990e;0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2021-10-11;2021-12-23;2023-09-28;2024-06-05;2024-10-17;2025-07-01;2025-11-24,"The Member State concerned shall monitor, at the most appropriate times, the presence of the specified pest by annual surveys, taking into account the information referred to in the Authority’s Pest Survey Card on Xylella fastidiosa . That monitoring shall take place at least in the following parts of the infected zone listed in Annex III:",1758c13e4053006a373aec8dec137088fa1478e41ff7f1a81c4ca971358a5df6,CURRENT
EU-2020-1201:15(2)(a):v1,EU-2020-1201,EU-2020-1201:15(2)(a),2020-08-20,2024-10-17,EU-2020-1201 Article 38 entry into force,INITIAL,INITIAL,Member State concerned,shall,monitor within an inward band of at least 5 km from the infected/buffer boundary,-,-,published geometry,DETERMINISTIC_RULE,NO,-,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20200817,regulation/source/consolidations/02020R1201-20200817.txt;regulation/source/consolidations/02020R1201-20211011.txt;regulation/source/consolidations/02020R1201-20211223.txt;regulation/source/consolidations/02020R1201-20230928.txt;regulation/source/consolidations/02020R1201-20240605.txt,0c2f2f5a1c9f3aa6029968316919fd1c3302849388c0d8c92632e2533719a4b1;45e3ac62539f5f05dccfcb2980038efbaedf9961518a7232e565a63f08db99ae;7399f07ef01d86355316157be4a6a7fc1fb91d27785179b775cdbb1494a167ad;bc99293b1ca38ecc84d0751ec8c66f624f8d31fab2b2f521e48b57bf609c08bf;dd0488e1db242996cfa0fa99bb54197fd3b73a311661cc3f8b95571553c4990e,2020-08-17;2021-10-11;2021-12-23;2023-09-28;2024-06-05,within an area measuring at least 5 km from the border of the infected zone with the buffer zone;,9c93d83626d2000eb5482c5c69e01eebd203aced32184be4f9e8735498c9de41,SUPERSEDED
EU-2020-1201:15(2)(a):v2,EU-2020-1201,EU-2020-1201:15(2)(a),2024-10-17,,effective amending act reflected by dated consolidation,TEXT_CHANGED,YES,Member State concerned,shall,an area at least 2 km from the infected zone's border with the buffer zone,-,-,published geometry,DETERMINISTIC_RULE,NO,-,-,https://eur-lex.europa.eu/legal-content/EN/TXT/HTML/?uri=CELEX:02020R1201-20241017,regulation/source/consolidations/02020R1201-20241017.txt;regulation/source/consolidations/02020R1201-20250701.txt;regulation/source/consolidations/02020R1201-20251124.txt,0b48eb0200b1547987dc8ef6353101b3a1f4aec1378632643e60cdab0688110c;12618f62fc97c09c8f913c103ff58d04537c7f386de1c74c12a12921a366f9fa;d00d33c426a1e12b81470a4c0c5c5000fdd91caece26057c028e886a07109273,2024-10-17;2025-07-01;2025-11-24,within an area measuring at least 2 km from the border of the infected zone with the buffer zone;,633e2ca74d1baba9a23d1872efcdb9709593bc45ab839283e1c10e377c63c92c,CURRENT
